"last_name, first_name",player_id,year,player_age,p_game,p_formatted_ip,pa,ab,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,isolated_power,babip,p_earned_run,p_run,p_save,p_blown_save,p_out,p_win,p_loss,p_wild_pitch,p_balk,p_shutout,p_era,p_opp_batting_avg,p_opp_on_base_avg,p_total_stolen_base,p_quality_start,p_run_support,xba,xslg,woba,xwoba,xobp,xiso,avg_swing_speed,fast_swing_rate,blasts_contact,blasts_swing,squared_up_contact,squared_up_swing,avg_swing_length,swords,attack_angle,attack_direction,ideal_angle_rate,vertical_swing_path,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent
"Nelson, Kyle",669459,2025,28,3,2.0,11,7,1,0,0,0,1,2,4,18.2,36.4,0.143,0.571,0.455,1.026,0.428,0.0,2,2,1,0,6,0,0,1,0,0,9.0,,,0,0,0,0.117,0.44,0.437,0.394,0.438,0.323,68.6,0.0,11.1,8.3,22.2,16.7,7.7,0.0,16.0,-14.9,75.0,35.4,86.7,41.1,40.0,20.0,20.0,79.88911,91.723846,26.7,34.1
"Jarvis, Bryce",686826,2025,27,12,22.0,98,86,23,12,8,0,3,21,10,21.4,10.2,0.267,0.465,0.347,0.812,0.198,0.317,14,14,1,0,66,0,0,0,0,0,5.73,,,1,0,20,0.222,0.383,0.351,0.314,0.313,0.161,71.5,26.0,16.7,13.3,40.0,32.0,7.3,1.0,9.6,-2.6,53.3,31.6,91.1,19.4,33.3,7.6,43.9,81.364842727,94.937767727,20.9,39.9
"Rashi, Taylor",688497,2025,29,10,16.1,72,64,16,12,4,0,0,22,8,30.6,11.1,0.25,0.313,0.333,0.646,0.063,0.381,8,8,2,1,49,0,1,1,0,0,4.41,,,1,0,2,0.237,0.349,0.293,0.301,0.321,0.113,71.1,17.6,16.5,12.0,30.4,22.2,7.2,3.0,9.5,-1.2,49.1,31.0,89.3,12.1,35.7,4.8,42.9,78.322701429,94.513578095,29.3,38.6
"Castillo, José",620454,2025,29,29,32.0,149,129,40,29,7,0,4,30,14,20.1,9.4,0.31,0.457,0.389,0.846,0.147,0.371,14,18,0,2,96,2,2,1,3,0,3.94,,,4,0,18,0.252,0.372,0.367,0.315,0.341,0.12,71.9,26.6,16.5,13.1,37.1,29.4,7.5,3.0,10.3,-1.4,52.3,34.1,89.7,4.2,34.7,5.9,42.6,79.415740408,94.443429388,22.6,46.4
"Graveman, Kendall",608665,2025,34,19,17.2,82,69,23,11,9,1,2,9,12,11.0,14.6,0.333,0.58,0.439,1.019,0.247,0.362,14,14,0,0,53,1,0,0,0,0,7.13,,,4,0,13,0.296,0.5,0.435,0.395,0.408,0.204,72.5,24.4,22.4,16.0,40.0,28.6,7.5,2.0,12.0,-5.7,54.6,34.4,90.3,8.7,45.0,10.0,50.0,78.410620333,95.825314407,28.1,42.9
"Pfaadt, Brandon",694297,2025,26,33,176.2,767,710,198,118,51,3,26,147,37,19.2,4.8,0.279,0.469,0.323,0.792,0.19,0.317,103,107,0,0,530,13,9,3,0,0,5.25,,,13,12,109,0.285,0.494,0.339,0.352,0.329,0.21,72.4,29.4,18.3,14.5,34.4,27.3,7.4,32.0,11.2,-3.6,55.4,33.4,90.8,12.5,39.1,10.9,45.8,79.642424366,95.370126614,22.1,49.2
"Richards, Trevor",670950,2025,32,5,5.2,29,25,11,9,2,0,0,5,2,17.2,6.9,0.44,0.52,0.464,0.984,0.08,0.524,5,5,0,0,17,0,0,4,0,0,7.94,,,1,0,2,0.26,0.316,0.422,0.291,0.315,0.056,71.1,18.9,7.1,5.7,35.7,28.3,7.3,0.0,13.1,-1.1,50.9,30.4,85.1,14.7,54.5,0.0,22.7,75.15298,91.958120476,20.7,50.0
"Jameson, Drey",686753,2025,27,3,3.0,13,10,4,2,2,0,0,0,3,0.0,23.1,0.4,0.6,0.538,1.138,0.2,0.4,1,2,1,0,9,0,1,1,0,0,3.0,,,0,0,2,0.397,0.531,0.488,0.47,0.536,0.134,71.8,25.0,23.1,18.8,38.5,31.3,7.1,0.0,9.1,0.0,37.5,32.6,89.7,6.0,50.0,0.0,40.0,78.362868,94.563921,20.0,37.7
"Henry, Tommy",674072,2025,27,2,6.2,26,23,6,3,0,0,3,8,1,30.8,3.8,0.261,0.652,0.32,0.972,0.391,0.25,3,3,0,0,20,0,0,0,0,0,4.05,,,0,0,4,0.304,0.634,0.407,0.419,0.36,0.33,73.2,34.9,24.1,16.3,34.5,23.3,7.5,1.0,13.3,-7.7,48.8,33.0,94.8,1.7,37.5,25.0,62.5,82.7704625,99.373844667,28.8,48.6
"McGough, Scott",543518,2025,35,13,16.0,75,67,18,8,6,0,4,16,7,21.3,9.3,0.269,0.537,0.347,0.884,0.268,0.298,12,12,0,0,48,0,0,0,0,0,6.75,,,0,0,7,0.258,0.553,0.377,0.377,0.337,0.295,71.9,18.5,14.1,9.7,36.5,25.0,7.6,2.0,14.3,-8.2,50.0,33.6,91.4,19.1,35.3,17.6,47.1,81.794840385,95.145867255,30.8,48.1
"DeSclafani, Anthony",543101,2025,35,13,38.2,169,148,37,18,8,0,11,36,12,21.3,7.1,0.25,0.527,0.321,0.848,0.277,0.25,22,23,2,0,116,1,2,0,0,0,5.12,,,7,0,10,0.232,0.425,0.354,0.316,0.308,0.193,72.6,28.9,15.9,12.0,38.1,28.9,7.5,7.0,11.7,-6.4,50.6,32.7,89.9,15.0,31.9,8.6,43.1,79.321170351,94.710647544,25.9,46.8
"Morillo, Juan",666661,2025,26,42,34.1,152,128,38,27,7,2,2,36,20,23.7,13.2,0.297,0.43,0.393,0.823,0.133,0.396,16,19,1,1,103,0,3,3,0,0,4.19,,,1,0,10,0.23,0.326,0.363,0.301,0.336,0.097,71.0,19.7,10.6,7.7,26.5,19.3,7.0,4.0,5.4,5.8,45.6,32.1,87.2,11.2,31.6,5.3,42.1,74.442016809,94.11918828,26.6,48.8
"Burnes, Corbin",669203,2025,30,11,64.1,265,233,49,29,13,0,7,63,26,23.8,9.8,0.21,0.356,0.297,0.653,0.146,0.256,19,23,0,0,193,3,2,1,2,0,2.66,,,2,7,29,0.227,0.385,0.288,0.306,0.312,0.158,72.5,31.3,14.3,10.9,32.2,24.5,7.6,9.0,11.8,-4.5,55.3,35.1,89.5,6.6,33.5,8.1,41.6,77.976536977,94.85857848,25.7,46.3
"Gallen, Zac",668678,2025,29,33,192.0,813,737,176,104,37,4,31,175,66,21.5,8.1,0.239,0.426,0.303,0.729,0.187,0.271,103,109,0,0,576,13,15,2,0,0,4.83,,,14,15,109,0.242,0.434,0.315,0.32,0.307,0.192,72.0,27.8,16.9,13.3,36.1,28.4,7.5,36.0,11.9,-5.1,54.8,33.5,90.1,12.4,34.3,9.7,43.0,79.464557057,94.701400977,23.7,44.9
"Feyereisen, J.P.",656420,2025,32,4,4.0,23,22,11,6,3,0,2,4,1,17.4,4.3,0.5,0.909,0.522,1.431,0.409,0.563,5,7,0,0,12,0,2,0,0,0,11.25,,,0,0,1,0.351,0.615,0.597,0.411,0.379,0.264,72.5,36.7,12.5,10.2,22.5,18.4,7.5,2.0,10.9,-5.8,59.2,33.9,87.7,17.2,44.4,16.7,33.3,77.511907778,92.903662222,20.0,61.7
"Mena, Cristian",691441,2025,22,3,6.2,26,23,3,2,0,0,1,8,3,30.8,11.5,0.13,0.261,0.231,0.492,0.131,0.143,1,1,0,1,20,1,0,1,0,0,1.35,,,0,0,6,0.211,0.296,0.226,0.274,0.302,0.086,72.0,26.8,10.3,7.3,34.5,24.4,7.5,1.0,14.7,-6.8,65.9,33.5,86.8,4.7,33.3,6.7,46.7,74.67341625,94.214864,30.4,46.0
"Mantiply, Joe",573009,2025,34,10,9.2,58,54,26,17,4,0,5,8,3,13.8,5.2,0.481,0.833,0.517,1.35,0.352,0.512,17,17,0,1,29,0,1,0,0,0,15.83,,,1,0,6,0.285,0.523,0.567,0.36,0.334,0.238,71.3,24.1,17.9,14.5,40.3,32.5,7.6,0.0,12.3,-6.5,54.2,32.4,89.4,6.3,39.1,10.9,34.8,79.06594,93.998794091,20.9,47.4
"Hoffmann, Andrew",694851,2025,25,11,12.0,61,51,14,7,5,0,2,12,10,19.7,16.4,0.275,0.49,0.393,0.883,0.215,0.324,8,12,0,2,36,1,1,1,0,0,6.0,,,1,0,2,0.259,0.48,0.384,0.374,0.38,0.221,71.4,22.8,14.3,9.9,41.4,28.7,7.4,2.0,12.0,-5.8,58.4,32.3,88.7,17.8,28.2,7.7,35.9,78.120667,94.347343846,31.3,46.9
"Ginkel, Kevin",656464,2025,31,29,25.2,121,102,29,20,7,0,2,29,13,24.0,10.7,0.284,0.412,0.364,0.776,0.128,0.36,21,22,3,1,77,1,4,1,0,0,7.36,,,1,0,15,0.228,0.412,0.338,0.33,0.328,0.184,71.0,21.3,9.7,7.4,27.8,21.3,7.2,10.0,9.9,-0.5,48.4,31.0,89.7,12.2,28.6,10.4,45.5,78.74471,94.726929459,28.1,47.0
"Scott, Tayler",605463,2025,33,24,27.1,134,111,34,17,9,2,6,24,18,17.9,13.4,0.306,0.586,0.402,0.988,0.28,0.337,24,25,0,1,82,1,2,0,0,0,7.9,,,12,0,22,0.263,0.498,0.415,0.382,0.374,0.235,71.1,16.8,19.9,14.8,38.4,28.6,7.3,7.0,9.6,-1.7,48.5,31.4,89.0,10.0,37.4,11.0,44.0,76.901443182,94.95786023,27.7,43.1
"Backhus, Kyle",679775,2025,27,32,25.1,115,99,28,17,7,1,3,22,8,19.1,7.0,0.283,0.465,0.348,0.813,0.182,0.329,13,14,2,2,76,0,3,1,0,0,4.62,,,0,0,6,0.266,0.409,0.35,0.328,0.337,0.143,71.0,15.4,16.0,12.8,36.0,28.8,7.1,5.0,8.3,-0.8,34.0,33.2,89.1,13.1,43.9,4.9,35.4,78.970280769,93.686292436,21.8,45.8
"Curtiss, John",595928,2025,32,30,36.2,141,135,29,16,8,0,5,24,5,17.0,3.5,0.215,0.385,0.243,0.628,0.17,0.226,16,18,1,0,110,3,2,0,0,0,3.93,,,0,0,20,0.263,0.463,0.27,0.32,0.289,0.2,72.0,27.0,12.3,9.9,29.9,24.2,7.1,5.0,9.2,0.3,59.1,30.4,90.0,16.6,44.6,8.9,42.9,79.690204727,94.392163455,20.4,52.3
"Crismatt, Nabil",622503,2025,30,8,34.0,153,142,40,28,4,2,6,25,9,16.3,5.9,0.282,0.465,0.327,0.792,0.183,0.304,14,20,0,0,102,3,0,1,0,0,3.71,,,5,1,25,0.28,0.436,0.34,0.331,0.325,0.156,72.4,25.0,15.1,11.4,38.5,29.2,7.6,1.0,14.4,-11.1,48.7,33.8,87.9,11.2,38.1,5.1,29.7,78.087486552,92.987057739,23.8,47.2
"Brigham, Jeff",656257,2025,33,4,3.1,18,17,7,6,0,0,1,3,1,16.7,5.6,0.412,0.588,0.444,1.032,0.176,0.462,3,3,0,0,10,0,0,0,0,0,8.1,,,0,0,1,0.415,0.669,0.446,0.476,0.447,0.254,72.7,31.0,12.0,10.3,32.0,27.6,7.1,0.0,7.2,4.4,58.6,32.1,91.6,15.2,57.1,7.1,57.1,79.816192857,96.573445714,12.5,50.8
"Kelly, Merrill",518876,2025,36,32,184.0,748,696,157,96,35,3,23,167,48,22.3,6.4,0.226,0.384,0.277,0.661,0.158,0.264,72,79,0,0,552,12,9,1,2,0,3.52,,,14,18,96,0.25,0.431,0.288,0.316,0.3,0.181,72.7,33.1,15.8,12.3,32.6,25.4,7.5,33.0,11.3,-3.6,54.6,33.7,90.2,13.8,32.4,9.2,43.5,79.116163359,94.908594218,24.1,49.3
"Thompson, Ryan",657044,2025,33,48,41.1,175,160,42,31,7,0,4,36,13,20.6,7.4,0.263,0.381,0.326,0.707,0.118,0.317,18,21,1,3,124,3,2,0,1,0,3.92,,,10,0,14,0.234,0.381,0.308,0.296,0.3,0.147,71.7,25.4,19.4,15.2,36.8,28.9,7.4,8.0,9.8,-4.2,46.9,34.8,89.9,7.8,30.6,8.1,40.3,78.281544839,94.890948145,25.3,48.6
"Nelson, Ryne",669194,2025,27,33,154.0,619,572,124,73,25,9,17,132,41,21.3,6.6,0.217,0.381,0.273,0.654,0.164,0.252,58,62,1,1,462,7,3,1,0,0,3.39,,,1,11,97,0.245,0.411,0.284,0.308,0.299,0.166,71.4,22.1,14.2,11.4,35.4,28.4,7.0,20.0,7.7,2.4,50.8,31.4,91.4,14.3,36.2,7.5,45.5,81.990156636,94.984519659,21.6,50.4
"Miller, Shelby",571946,2025,34,48,46.0,186,164,33,23,5,0,5,54,15,29.0,8.1,0.201,0.323,0.28,0.603,0.122,0.259,14,17,10,5,138,4,3,1,0,0,2.74,,,8,0,26,0.226,0.379,0.26,0.292,0.303,0.153,71.8,23.2,14.3,9.9,30.4,21.0,7.2,4.0,8.5,1.2,49.7,31.1,89.3,15.7,36.3,8.8,42.5,77.622792143,94.659739196,31.7,50.5
"Pope, Austin",687166,2025,26,1,2.0,9,8,2,2,0,0,0,1,1,11.1,11.1,0.25,0.25,0.333,0.583,0.0,0.286,0,0,0,0,6,0,0,0,0,0,0.0,,,0,0,0,0.36,0.428,0.273,0.382,0.431,0.068,69.8,6.7,23.1,20.0,53.8,46.7,7.0,0.0,4.5,6.7,53.3,32.4,92.9,0.0,28.6,0.0,42.9,84.3415725,95.175508571,12.5,44.4
"Díaz, Yilber",700270,2025,24,1,3.0,15,12,4,2,2,0,0,1,3,6.7,20.0,0.333,0.5,0.467,0.967,0.167,0.364,3,3,0,0,9,0,0,1,0,0,9.0,,,0,0,1,0.376,0.686,0.423,0.499,0.501,0.311,74.8,52.9,18.8,17.6,31.3,29.4,7.4,0.0,11.0,1.3,64.7,30.5,98.1,16.2,36.4,9.1,63.6,91.310493333,98.328471818,8.7,38.3
"Beeks, Jalen",656222,2025,31,61,57.1,231,208,42,25,11,0,6,47,20,20.3,8.7,0.202,0.341,0.277,0.618,0.139,0.231,24,26,1,2,172,5,3,1,0,0,3.77,,,5,0,36,0.235,0.398,0.271,0.306,0.308,0.163,72.5,26.5,12.8,9.4,28.6,21.0,7.2,5.0,9.3,-1.3,48.8,31.7,88.5,12.5,29.0,10.5,39.5,76.33152625,94.389777875,27.7,49.2
"Woodford, Jake",663765,2025,28,22,36.1,170,151,45,33,8,1,3,23,13,13.5,7.6,0.298,0.424,0.363,0.787,0.126,0.333,26,28,3,4,109,0,4,1,0,0,6.44,,,2,0,13,0.289,0.428,0.343,0.345,0.357,0.139,71.9,23.9,13.5,11.4,32.6,27.5,7.2,2.0,9.2,-2.0,51.4,33.2,86.1,10.4,35.1,6.9,33.6,73.794609844,93.234400625,16.4,45.8
"Saalfrank, Andrew",685314,2025,27,28,29.0,113,101,19,14,4,0,1,19,10,16.8,8.8,0.188,0.257,0.257,0.514,0.069,0.217,4,5,3,2,87,2,1,2,0,0,1.24,,,5,0,14,0.242,0.422,0.229,0.312,0.306,0.18,72.1,24.7,19.4,14.6,40.3,30.3,7.7,6.0,14.8,-8.4,58.4,34.2,88.9,12.4,34.5,7.1,40.5,78.468488333,93.839457381,27.9,47.1
"Burgos, Juan",686228,2025,25,13,13.1,65,56,17,10,5,0,2,14,8,21.5,12.3,0.304,0.5,0.4,0.9,0.196,0.375,9,10,0,1,40,1,1,0,0,0,6.08,,,1,0,6,0.256,0.495,0.386,0.364,0.359,0.239,72.6,31.9,14.3,11.0,31.4,24.2,7.6,5.0,12.5,-7.4,54.9,32.2,88.1,12.8,31.0,14.3,35.7,76.702085238,93.772423571,26.9,47.3
"Kelly, Casey",543391,2025,35,2,1.2,6,5,1,1,0,0,0,0,1,0.0,16.7,0.2,0.2,0.333,0.533,0.0,0.2,0,0,0,0,5,0,0,1,0,0,0.0,,,0,0,0,0.229,0.294,0.262,0.305,0.358,0.065,69.0,14.3,16.7,14.3,50.0,42.9,7.6,0.0,12.8,-9.8,57.1,35.4,89.4,19.5,20.0,0.0,40.0,83.421953333,92.481762,20.0,41.7
"Garcia, Brandyn",805299,2025,25,14,14.1,66,57,18,15,3,0,0,14,8,21.2,12.1,0.316,0.368,0.409,0.777,0.052,0.419,9,12,0,0,43,0,2,1,0,0,5.65,,,1,0,3,0.256,0.338,0.352,0.317,0.358,0.082,71.3,20.8,17.1,13.9,31.7,25.7,7.1,3.0,4.9,3.9,42.6,35.2,90.9,2.0,32.6,2.3,51.2,78.770419048,96.062062619,22.1,44.0
"Abner, Philip",691769,2025,23,5,3.2,18,15,5,3,2,0,0,5,3,27.8,16.7,0.333,0.467,0.444,0.911,0.134,0.5,2,2,0,0,11,0,0,0,0,0,4.91,,,0,0,1,0.182,0.374,0.401,0.311,0.319,0.192,74.2,44.4,8.7,7.4,21.7,18.5,7.1,2.0,9.4,-2.5,66.7,27.4,85.9,27.3,30.0,10.0,20.0,77.186834,91.314063,24.2,46.5
"Puk, A.J.",640462,2025,30,8,8.0,35,32,8,3,3,0,2,12,2,34.3,5.7,0.25,0.531,0.314,0.845,0.281,0.333,3,3,4,0,24,0,0,1,0,0,3.38,,,3,0,0,0.199,0.326,0.36,0.265,0.268,0.127,70.2,16.4,2.0,1.4,30.0,20.5,7.0,0.0,6.9,-0.8,45.2,30.9,86.7,19.3,40.0,5.0,25.0,77.192733,92.4729705,32.5,53.2
